 연번 , 구분 , 호선 , 화장실명(역명) , 소재지도로명주소 , 소재지지번주소 , 남녀공용화장실여부 , 남성용-대변기수 , 남성용-소변기수 , 남성용-장애인용대변기수 , 남성용-장애인용소변기수 , 남성용-어린이용대변기수 , 남성용-어린이용소변기수 , 여성용-대변기수 , 여성용-장애인용대변기수 , 여성용-어린이용대변기수 , 관리기관명 , 전화번호 , 개방시간 , 화장실 상세위치 ,화장실 상세위치(게이트 내외부), 위도 , 경도 , 화장실소유구분 , 화장실설치장소유형 , 오물처리방식 , 비상벨 설치유무 , 화장실입구cctv설치유무 , 기저귀교환대설치유무-남자화장실 , 기저귀교환대설치유무-남자장애인화장실 , 기저귀교환대설치유무-여자화장실 , 기저귀교환대설치유무-여자장애인화장실 , 리모델링년월 ,데이터기준일자
284, 공중화장실 ,7,온수(7),서울특별시 구로구 온수동 53-1 온수역(7호선),서울특별시 구로구 온수동 5,N,3,3,1,,1,,6,1,1, 서울교통공사 ,02-6311-7551,05:00~24:00,대합실 1층 4번출구 방향,외부,37.492151,126.821446, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2021,2023-08-14
285, 공중화장실 ,8, 암사 ,서울특별시 강동구 암사동 501 암사역,서울특별시 강동구 암사동 5,N,4,3,1,,,,10,1,, 서울교통공사 ,02-6311-8101,05:00~24:00,대합실 B1층 2번 출구 방향,외부,37.550646,127.125659, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2022,2023-08-14
286, 공중화장실 ,8, 강동구청 ,서울특별시 강동구 성내동 319 강동구청역,서울특별시 강동구 성내동 3,N,3,4,1,,,,7,1,, 서울교통공사 ,02-6311-8121,05:00~24:00,대합실 B2층 게이트 옆,외부,37.538374,127.115484, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2021,2023-08-14
287, 공중화장실 ,8, 몽촌토성 ,서울특별시 송파구 신천동 19 몽촌토성역,서울특별시 송파구 신천동 1,N,3,3,1,,1,,6,1,, 서울교통공사 ,02-6311-8131,05:00~24:00,"대합실 B1층 1,2,3번 출구 방향",외부,37.517641,127.110551, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2010,2023-08-14
288, 공중화장실 ,8,잠실(8),서울특별시 송파구 잠실동 7-4 잠실역(8호선),서울특별시 송파구 잠실동 7,N,4,6,1,,1,,14,1,1, 서울교통공사 ,02-6311-8141,05:00~24:00,B1층 11번 출구 옆,외부,37.513152,127.101221, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2014,2023-08-14
289, 공중화장실 ,8, 석촌 ,서울특별시 송파구 석촌동 209 석촌역,서울특별시 송파구 석촌동 2,N,3,3,1,,,,6,1,, 서울교통공사 ,02-6311-8151,05:00~24:00,대합실 B1층 게이트 옆,외부,37.50541412,127.1070041, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2009,2023-08-14
290, 공중화장실 ,8, 송파 ,서울특별시 송파구 가락동 459-4 송파역,서울특별시 송파구 가락동 4,N,3,5,1,,1,,8,1,1, 서울교통공사 ,02-6311-8161,05:00~24:00,대합실 B1층 1번출구 방향,외부,37.49971495,127.1121935, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2015,2023-08-14
291, 공중화장실 ,8,가락시장(8),"서울특별시 송파구 가락동 184-23 가락시장역(3, 8호선)",서울특별시 송파구 가락동 1,N,5,7,1,,1,1,16,1,1, 서울교통공사 ,02-6311-8171,05:00~24:00,B1층 대합실과 가락몰 연결통로 사이,외부,37.49309925,127.1182628, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2015,2023-08-14
292, 공중화장실 ,8, 문정 ,서울특별시 송파구 문정동 119-4 문정역,서울특별시 송파구 문정동 1,N,3,5,1,,1,,8,1,1, 서울교통공사 ,02-6311-8181,05:00~24:00,대합실 B1층 2번출구 방향,외부,37.495002,127.103639, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2015,2023-08-14
293, 공중화장실 ,8, 장지 ,서울특별시 송파구 장지동 201-5 장지역,서울특별시 송파구 장지동 2,N,6,10,1,,,,17,1,1, 서울교통공사 ,02-6311-8191,05:00~24:00,"대합실 B1층 3,4번출구 방면",외부,37.482299,127.124225, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2009,2023-08-14
294, 공중화장실 ,8,복정(8),서울특별시 송파구 장지동 596-21 복정역,서울특별시 송파구 장지동 5,N,5,7,1,,1,,13,1,1, 서울교통공사 ,02-6311-8201,05:00~24:00,대합실 지하1층 아이센터 근처,외부,37.47074187,127.126724, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,N,Y,2015,2023-08-14
295, 공중화장실 ,8, 남위례 ,경기도 성남시 수정구 공원로 601 남위례역, 경기도 성남시 수정구 복정동 ,N,6,6,1,,1,,14,1,1, 서울교통공사 ,02-6311-8211,05:00~24:00,대합실 지상2층 주출입구 근처,외부,37.46272308,127.139351, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,Y,Y,Y,2021,2023-08-14
296, 공중화장실 ,8, 산성 ,경기도 성남시 수정구 신흥동 7-4 산성역, 경기도 성남시 수정구 신흥동 ,N,3,3,1,,1,,6,1,1, 서울교통공사 ,02-6311-8211,05:00~24:00,"B1층 1,2번 출구 계단 오른쪽",외부,37.470375,127.11793, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,N,Y,2013,2023-08-14
297, 공중화장실 ,8, 남한산성입구 ,경기도 성남시 수정구 단대동 96 남한산성입구역, 경기도 성남시 수정구 단대동 ,N,3,5,1,,,,8,1,, 서울교통공사 ,02-6311-8221,05:00~24:00,대합실 지하2층 에스컬레이터 근처,외부,37.451541,127.157632, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2009,2023-08-14
298, 공중화장실 ,8, 단대오거리 ,경기도 성남시 수정구 신흥동 2467 단대오거리역, 경기도 성남시 수정구 신흥동 ,N,3,4,1,,1,,7,1,1, 서울교통공사 ,02-6311-8231,05:00~24:00,대합실 지하1층 2호기E/V 옆,외부,37.445163,127.154033, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2009,2023-08-14
299, 공중화장실 ,8, 신흥 ,경기도 성남시 수정구 신흥동 2467 신흥역, 경기도 성남시 수정구 신흥동 ,N,4,5,1,,,,9,1,, 서울교통공사 ,02-6311-8241,05:00~24:00,"B1층 대합실 1,2번 출구방면",외부,37.440749,127.144161, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2008이전,2023-08-14
300, 공중화장실 ,8, 수진 ,경기도 성남시 수정구 수진동 2205-1 수진역, 경기도 성남시 수정구 수진동 ,N,3,5,1,,,,10,1,, 서울교통공사 ,02-6311-8251,05:00~24:00,대합실 지하1층 편의점 옆,외부,37.437611,127.138831, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,N,Y,2012,2023-08-14
301, 공중화장실 ,8,모란(8),경기도 성남시 수정구 수진동 4808 모란역, 경기도 성남시 수정구 수진동 ,N,5,5,1,,,,10,1,, 서울교통공사 ,02-6311-8261,05:00~24:00,B2층 대합실 상행 E/S 옆,외부,37.433072,127.127123, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y, Y ,N,N,Y,2013,2023-08-14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,  -  ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,  -  ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,  -  ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,  -  ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,  -  ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,  -  ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,  -  ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,  -  ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,  -  ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,  -  ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,  -  ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,  -  ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,  -  ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,  -  ,,,,,,,,,,,,,,,,,,,,,,,
